d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed,region,assists_per_level,damage_obj_per_level,damage_building_per_level,damage_turrets_per_level,deaths_per_level,kills_per_level,time_cc_per_level,damage_taken_per_level,turret_kills_per_level,vision_score_per_level,damage_total_per_level,gold_earned_per_level
12.0,14.0,Qiyana,Side.red,5.0,0.0,0.0,0.0,7.0,1.714285714,7.0,15.0,,,0.0,18.0,114217,10141,TopLane_Jungle,Many,EU,0.3333333333333333,0.0,0.0,0.0,0.4666666666666667,0.4666666666666667,1.0,1737.1104537485685,0.0,1.2,7614.466666666666,676.0666666666667
4.0,7.0,Jhin,Side.blue,19.0,9231.0,17396.0,9231.0,7.0,4.571428571428571,13.0,16.0,26.0,29049.0,2.0,,211453,16450,Other,Many,EU,1.1875,576.9375,1087.25,576.9375,0.4375,0.8125,1.625,1815.5625,0.125,1.561173924650299,13215.8125,1028.125
4.0,14.0,Teemo,Side.blue,5.0,0.0,2080.0,0.0,14.0,0.571428571,3.0,13.0,58.0,27711.0,0.0,44.0,40183,8495,Other,Few,EU,0.38461538461538464,0.0,160.0,0.0,1.0769230769230769,0.23076923076923078,4.461538461538462,2131.6153846153848,0.0,3.3846153846153846,3091.0,653.4615384615385
4.0,3.0,Lux,Side.blue,4.0,0.0,0.0,0.0,2.0,4.5,5.0,9.0,22.0,3100.0,0.0,35.0,15186,5844,Other,Few,EU,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,0.5555555555555556,2.4444444444444446,344.44444444444446,0.0,3.888888888888889,1687.3333333333333,649.3333333333334
4.0,12.0,Akali,Side.red,8.0,5697.0,7111.0,5697.0,11.0,2.454545455,19.0,18.0,4.0,29539.0,2.0,18.0,174788,17567,Other,Many,EU,0.4444444444444444,316.5,395.05555555555554,316.5,0.6111111111111112,1.0555555555555556,0.2222222222222222,1641.0555555555557,0.1111111111111111,1.0,9710.444444444445,975.9444444444445
4.0,11.0,Viego,Side.red,5.0,190.0,22952.0,190.0,11.0,1.454545455,11.0,17.0,19.0,41363.0,0.0,50.0,206885,15530,TopLane_Jungle,Few,EU,0.29411764705882354,11.176470588235293,1350.1176470588234,11.176470588235293,0.6470588235294118,0.6470588235294118,1.1176470588235294,2433.1176470588234,0.0,2.9411764705882355,12169.70588235294,913.5294117647059
4.0,14.0,Teemo,Side.red,7.0,5327.0,9044.0,5327.0,7.0,1.714285714,5.0,15.0,37.0,16791.0,1.0,,112490,11004,Other,Many,EU,0.4666666666666667,355.1333333333333,602.9333333333333,355.1333333333333,0.4666666666666667,0.3333333333333333,2.466666666666667,1119.4,0.06666666666666667,1.4916083916083915,7499.333333333333,733.6
4.0,12.0,Viktor,Side.red,2.0,961.0,961.0,961.0,8.0,0.625,3.0,14.0,9.0,19270.0,1.0,19.0,124589,9966,Other,Many,EU,0.14285714285714285,68.64285714285714,68.64285714285714,68.64285714285714,0.5714285714285714,0.21428571428571427,0.6428571428571429,1376.4285714285713,0.07142857142857142,1.3571428571428572,8899.214285714286,711.8571428571429
4.0,21.0,Jhin,Side.blue,14.0,6333.0,9153.0,6333.0,1.0,18.0,4.0,15.0,,21499.0,3.0,39.0,192923,13728,Other,Many,EU,0.9333333333333333,422.2,610.2,422.2,0.06666666666666667,0.26666666666666666,1.0,1433.2666666666667,0.2,2.6,12861.533333333333,915.2
4.0,12.0,Zoe,Side.blue,9.0,4677.0,5728.0,4677.0,5.0,2.4,3.0,14.0,,15576.0,2.0,23.0,93372,10798,Other,Many,EU,0.6428571428571429,334.07142857142856,409.14285714285717,334.07142857142856,0.35714285714285715,0.21428571428571427,2.0,1112.5714285714287,0.14285714285714285,1.6428571428571428,6669.428571428572,771.2857142857143
7.0,4.0,Jinx,Side.blue,8.0,5197.0,25521.0,5197.0,9.0,2.888888889,18.0,17.0,23.0,34897.0,3.0,37.0,246292,19503,Other,Many,EU,0.47058823529411764,305.70588235294116,1501.235294117647,305.70588235294116,0.5294117647058824,1.0588235294117647,1.3529411764705883,2052.764705882353,0.17647058823529413,2.176470588235294,14487.764705882353,1147.235294117647
14.0,11.0,Talon,Side.blue,7.0,1678.0,24886.0,1678.0,5.0,2.8,7.0,15.0,,24923.0,1.0,16.0,196128,11517,TopLane_Jungle,Few,EU,0.4666666666666667,111.86666666666666,1659.0666666666666,111.86666666666666,0.3333333333333333,0.4666666666666667,0.0,1661.5333333333333,0.06666666666666667,1.0666666666666667,13075.2,767.8
4.0,12.0,Graves,Side.red,4.0,749.0,749.0,749.0,8.0,0.75,2.0,10.0,7.0,17365.0,0.0,9.0,67284,7238,Other,Many,EU,0.4,74.9,74.9,74.9,0.8,0.2,0.7,1736.5,0.0,0.9,6728.4,723.8
11.0,6.0,Hecarim,Side.blue,10.0,2682.0,31724.0,2682.0,1.0,20.0,10.0,15.0,20.0,,3.0,21.0,166447,11051,TopLane_Jungle,Few,EU,0.6666666666666666,178.8,2114.9333333333334,178.8,0.06666666666666667,0.6666666666666666,1.3333333333333333,2231.033857259298,0.2,1.4,11096.466666666667,736.7333333333333
12.0,4.0,Graves,Side.blue,3.0,2723.0,4673.0,2723.0,9.0,1.111111111,7.0,13.0,15.0,24619.0,1.0,25.0,120481,11469,TopLane_Jungle,Many,EU,0.23076923076923078,209.46153846153845,359.46153846153845,209.46153846153845,0.6923076923076923,0.5384615384615384,1.1538461538461537,1893.7692307692307,0.07692307692307693,1.9230769230769231,9267.76923076923,882.2307692307693
4.0,14.0,Nami,Side.blue,21.0,3425.0,3425.0,3425.0,3.0,8.666666667000001,5.0,13.0,28.0,8402.0,1.0,40.0,22076,9082,Other,Few,EU,1.6153846153846154,263.46153846153845,263.46153846153845,263.46153846153845,0.23076923076923078,0.38461538461538464,2.1538461538461537,646.3076923076923,0.07692307692307693,3.076923076923077,1698.1538461538462,698.6153846153846
7.0,4.0,Jhin,Side.red,18.0,7290.0,13293.0,7290.0,3.0,9.666666667,11.0,17.0,34.0,16586.0,2.0,18.0,223011,16420,Other,Many,EU,1.0588235294117647,428.8235294117647,781.9411764705883,428.8235294117647,0.17647058823529413,0.6470588235294118,2.0,975.6470588235294,0.11764705882352941,1.0588235294117647,13118.29411764706,965.8823529411765
4.0,7.0,Jhin,Side.red,8.0,4612.0,14801.0,4612.0,2.0,7.0,6.0,17.0,26.0,14718.0,3.0,28.0,230696,14580,Other,Many,EU,0.47058823529411764,271.29411764705884,870.6470588235294,271.29411764705884,0.11764705882352941,0.35294117647058826,1.5294117647058822,865.7647058823529,0.17647058823529413,1.6470588235294117,13570.35294117647,857.6470588235294
,4.0,Zed,Side.blue,1.0,0.0,1940.0,,6.0,1.333333333,7.0,11.0,2.0,17325.0,,12.0,69511,7791,TopLane_Jungle,Few,EU,0.09090909090909091,0.0,176.36363636363637,,0.5454545454545454,0.6363636363636364,0.18181818181818182,1575.0,0.054404589698707345,1.0909090909090908,6319.181818181818,708.2727272727273
4.0,12.0,Syndra,Side.blue,2.0,244.0,592.0,244.0,6.0,1.166666667,5.0,13.0,23.0,,0.0,11.0,110560,9830,Other,Many,EU,0.15384615384615385,18.76923076923077,45.53846153846154,18.76923076923077,0.46153846153846156,0.38461538461538464,1.7692307692307692,1069.0980811337583,0.0,0.8461538461538461,8504.615384615385,756.1538461538462
12.0,14.0,Akali,Side.red,4.0,345.0,345.0,,6.0,1.5,5.0,13.0,2.0,28600.0,0.0,21.0,92829,9372,Other,Many,EU,0.3076923076923077,26.53846153846154,26.53846153846154,,0.46153846153846156,0.38461538461538464,0.15384615384615385,2200.0,0.0,1.6153846153846154,7140.692307692308,720.9230769230769
4.0,3.0,Jinx,Side.blue,7.0,11970.0,22958.0,11970.0,6.0,3.5,14.0,15.0,13.0,18952.0,6.0,26.0,167771,15094,Other,Many,EU,0.4666666666666667,798.0,1530.5333333333333,798.0,0.4,0.9333333333333333,0.8666666666666667,1263.4666666666667,0.4,1.7333333333333334,11184.733333333334,1006.2666666666667
4.0,3.0,Sylas,Side.red,5.0,688.0,1923.0,688.0,6.0,1.166666667,2.0,13.0,9.0,19239.0,0.0,18.0,100546,8139,Other,Many,EU,0.38461538461538464,52.92307692307692,147.92307692307693,52.92307692307692,0.46153846153846156,0.15384615384615385,0.6923076923076923,1479.923076923077,0.0,1.3846153846153846,7734.307692307692,626.0769230769231
4.0,1.0,Aphelios,Side.red,4.0,836.0,2837.0,,5.0,1.8,5.0,11.0,12.0,15116.0,0.0,21.0,102294,9208,Other,Many,EU,0.36363636363636365,76.0,257.90909090909093,,0.45454545454545453,0.45454545454545453,1.0909090909090908,1374.1818181818182,0.0,1.9090909090909092,9299.454545454546,837.0909090909091
4.0,11.0,LeeSin,Side.red,11.0,2906.0,33484.0,2906.0,4.0,5.75,12.0,15.0,17.0,39287.0,3.0,35.0,150977,15133,TopLane_Jungle,Few,EU,0.7333333333333333,193.73333333333332,2232.266666666667,193.73333333333332,0.26666666666666666,0.8,1.1333333333333333,2619.133333333333,0.2,2.3333333333333335,10065.133333333333,1008.8666666666667
4.0,11.0,LeeSin,Side.red,19.0,4715.0,38259.0,4715.0,2.0,12.0,5.0,16.0,19.0,39593.0,1.0,30.0,174352,13282,TopLane_Jungle,Few,EU,1.1875,294.6875,2391.1875,294.6875,0.125,0.3125,1.1875,2474.5625,0.0625,1.875,10897.0,830.125
7.0,4.0,Lulu,Side.red,3.0,453.0,841.0,453.0,3.0,1.0,0.0,8.0,14.0,6970.0,0.0,39.0,7136,4226,Other,Few,EU,0.375,56.625,105.125,56.625,0.375,0.0,1.75,871.25,0.0,4.875,892.0,528.25
4.0,14.0,TwistedFate,Side.blue,9.0,0.0,3272.0,0.0,8.0,1.75,5.0,14.0,47.0,23839.0,0.0,27.0,102544,11560,Other,Many,EU,0.6428571428571429,0.0,233.71428571428572,0.0,0.5714285714285714,0.35714285714285715,3.357142857142857,1702.7857142857142,0.0,1.9285714285714286,7324.571428571428,825.7142857142857
4.0,12.0,Irelia,Side.blue,5.0,4914.0,8587.0,4914.0,12.0,0.833333333,5.0,18.0,17.0,40299.0,2.0,26.0,213012,15980,TopLane_Jungle,Many,EU,0.2777777777777778,273.0,477.05555555555554,273.0,0.6666666666666666,0.2777777777777778,0.9444444444444444,2238.8333333333335,0.1111111111111111,1.4444444444444444,11834.0,887.7777777777778
4.0,12.0,Ziggs,Side.red,13.0,5758.0,9251.0,5758.0,13.0,1.307692308,4.0,17.0,36.0,38555.0,1.0,29.0,198906,13678,Other,Many,EU,0.7647058823529411,338.70588235294116,544.1764705882352,338.70588235294116,0.7647058823529411,0.23529411764705882,2.1176470588235294,2267.9411764705883,0.058823529411764705,1.7058823529411764,11700.35294117647,804.5882352941177
11.0,4.0,LeeSin,Side.blue,9.0,2238.0,34240.0,2238.0,3.0,5.666666667,8.0,14.0,17.0,23496.0,4.0,30.0,131333,11599,TopLane_Jungle,Few,EU,0.6428571428571429,159.85714285714286,2445.714285714286,159.85714285714286,0.21428571428571427,0.5714285714285714,1.2142857142857142,1678.2857142857142,0.2857142857142857,2.142857142857143,9380.92857142857,828.5
4.0,14.0,Leblanc,Side.red,8.0,1189.0,1189.0,1189.0,0.0,14.0,6.0,11.0,17.0,7818.0,0.0,17.0,60425,7561,Other,Many,EU,0.7272727272727273,108.0909090909091,108.0909090909091,108.0909090909091,0.0,0.5454545454545454,1.5454545454545454,710.7272727272727,0.0,1.5454545454545454,5493.181818181818,687.3636363636364
4.0,11.0,Graves,Side.red,5.0,0.0,4974.0,0.0,7.0,2.142857143,10.0,17.0,29.0,33104.0,0.0,27.0,238434,14891,TopLane_Jungle,Few,EU,0.29411764705882354,0.0,292.5882352941176,0.0,0.4117647058823529,0.5882352941176471,1.7058823529411764,1947.2941176470588,0.0,1.588235294117647,14025.529411764706,875.9411764705883
11.0,4.0,JarvanIV,Side.blue,9.0,979.0,6980.0,979.0,0.0,12.0,3.0,12.0,9.0,11136.0,0.0,25.0,85156,7480,TopLane_Jungle,Few,EU,0.75,81.58333333333333,581.6666666666666,81.58333333333333,0.0,0.25,0.75,928.0,0.0,2.0833333333333335,7096.333333333333,623.3333333333334
4.0,12.0,Fiora,Side.red,2.0,8365.0,8365.0,8365.0,8.0,0.625,3.0,14.0,8.0,31867.0,2.0,6.0,100278,9314,TopLane_Jungle,Many,EU,0.14285714285714285,597.5,597.5,597.5,0.5714285714285714,0.21428571428571427,0.5714285714285714,2276.214285714286,0.14285714285714285,0.42857142857142855,7162.714285714285,665.2857142857143
4.0,7.0,Jhin,Side.blue,12.0,2832.0,8678.0,2832.0,5.0,3.6,6.0,14.0,20.0,19676.0,1.0,19.0,150959,12357,Other,Many,EU,0.8571428571428571,202.28571428571428,619.8571428571429,202.28571428571428,0.35714285714285715,0.42857142857142855,1.4285714285714286,1405.4285714285713,0.07142857142857142,1.3571428571428572,10782.785714285714,882.6428571428571
4.0,7.0,Jhin,Side.blue,15.0,7351.0,25877.0,7351.0,3.0,8.0,9.0,18.0,49.0,21843.0,3.0,26.0,287914,17602,Other,Many,EU,0.8333333333333334,408.3888888888889,1437.611111111111,408.3888888888889,0.16666666666666666,0.5,2.7222222222222223,1213.5,0.16666666666666666,1.4444444444444444,15995.222222222223,977.8888888888889
4.0,14.0,Thresh,Side.red,24.0,113.0,1104.0,113.0,10.0,2.5,1.0,15.0,46.0,17935.0,0.0,54.0,18677,8443,Other,Few,EU,1.6,7.533333333333333,73.6,7.533333333333333,0.6666666666666666,0.06666666666666667,3.066666666666667,1195.6666666666667,0.0,3.6,1245.1333333333334,562.8666666666667
14.0,4.0,Pantheon,Side.red,16.0,1900.0,3997.0,1900.0,7.0,3.571428571,9.0,13.0,27.0,21939.0,1.0,39.0,69734,11178,Other,Few,EU,1.2307692307692308,146.15384615384616,307.46153846153845,146.15384615384616,0.5384615384615384,0.6923076923076923,2.076923076923077,1687.6153846153845,0.07692307692307693,3.0,5364.153846153846,859.8461538461538
4.0,12.0,Graves,Side.red,2.0,6937.0,14759.0,6937.0,1.0,21.0,19.0,15.0,14.0,13571.0,2.0,27.0,209512,17002,Other,Many,EU,0.13333333333333333,462.46666666666664,983.9333333333333,462.46666666666664,0.06666666666666667,1.2666666666666666,0.9333333333333333,904.7333333333333,0.13333333333333333,1.8,13967.466666666667,1133.4666666666667
4.0,14.0,Teemo,Side.red,12.0,3058.0,10428.0,3058.0,9.0,2.222222222,8.0,17.0,59.0,28087.0,2.0,44.0,204588,15407,TopLane_Jungle,Many,EU,0.7058823529411765,179.88235294117646,613.4117647058823,179.88235294117646,0.5294117647058824,0.47058823529411764,3.4705882352941178,1652.1764705882354,0.11764705882352941,2.588235294117647,12034.588235294117,906.2941176470588
12.0,4.0,Fiora,Side.red,6.0,10988.0,21204.0,10988.0,4.0,3.75,9.0,18.0,,38105.0,4.0,41.0,168941,15167,TopLane_Jungle,Many,EU,0.3333333333333333,610.4444444444445,1178.0,610.4444444444445,0.2222222222222222,0.5,1.0,2116.9444444444443,0.2222222222222222,2.2777777777777777,9385.611111111111,842.6111111111111
12.0,4.0,Viktor,Side.red,0.0,485.0,485.0,485.0,7.0,0.142857143,1.0,11.0,11.0,13514.0,0.0,11.0,57398,5569,Other,Many,EU,0.0,44.09090909090909,44.09090909090909,44.09090909090909,0.6363636363636364,0.09090909090909091,1.0,1228.5454545454545,0.0,1.0,5218.0,506.27272727272725
4.0,11.0,Graves,Side.blue,7.0,186.0,25840.0,186.0,9.0,2.111111111,12.0,15.0,22.0,26031.0,0.0,26.0,173668,12927,TopLane_Jungle,Few,EU,0.4666666666666667,12.4,1722.6666666666667,12.4,0.6,0.8,1.4666666666666666,1735.4,0.0,1.7333333333333334,11577.866666666667,861.8
4.0,11.0,Viego,Side.red,7.0,3408.0,41779.0,3408.0,2.0,8.0,9.0,17.0,11.0,22168.0,0.0,26.0,211334,14641,TopLane_Jungle,Few,EU,0.4117647058823529,200.47058823529412,2457.5882352941176,200.47058823529412,0.11764705882352941,0.5294117647058824,0.6470588235294118,1304.0,0.0,1.5294117647058822,12431.411764705883,861.2352941176471
12.0,4.0,TwistedFate,Side.blue,4.0,578.0,707.0,578.0,5.0,1.4,3.0,12.0,36.0,14928.0,0.0,15.0,91164,8050,Other,Many,EU,0.3333333333333333,48.166666666666664,58.916666666666664,48.166666666666664,0.4166666666666667,0.25,3.0,1244.0,0.0,1.25,7597.0,670.8333333333334
4.0,,Aphelios,Side.red,4.0,7018.0,20564.0,7018.0,6.0,1.0,2.0,15.0,11.0,19572.0,3.0,36.0,161013,13271,Other,Many,EU,0.26666666666666666,467.8666666666667,1370.9333333333334,467.8666666666667,0.4,0.13333333333333333,0.7333333333333333,1304.8,0.2,2.4,10734.2,884.7333333333333
4.0,14.0,Galio,Side.blue,20.0,814.0,814.0,814.0,7.0,3.571428571,5.0,14.0,57.0,28729.0,0.0,84.0,45953,9743,Other,Few,EU,1.4285714285714286,58.142857142857146,58.142857142857146,58.142857142857146,0.5,0.35714285714285715,4.071428571428571,2052.0714285714284,0.0,6.0,3282.3571428571427,695.9285714285714
11.0,4.0,Viego,Side.red,6.0,0.0,33340.0,0.0,3.0,5.666666667,11.0,13.0,14.0,21276.0,0.0,29.0,143264,10161,TopLane_Jungle,Few,EU,0.46153846153846156,0.0,2564.6153846153848,0.0,0.23076923076923078,0.8461538461538461,1.0769230769230769,1636.6153846153845,0.0,2.230769230769231,11020.307692307691,781.6153846153846
4.0,14.0,Lissandra,Side.red,10.0,4305.0,6235.0,4305.0,2.0,8.5,7.0,14.0,25.0,11574.0,0.0,23.0,104347,10693,Other,Many,EU,0.7142857142857143,307.5,445.35714285714283,307.5,0.14285714285714285,0.5,1.7857142857142858,826.7142857142857,0.0,1.6428571428571428,7453.357142857143,763.7857142857143
7.0,4.0,Sivir,Side.blue,6.0,0.0,1284.0,0.0,6.0,1.5,3.0,16.0,0.0,18933.0,0.0,13.0,186506,12991,Other,Many,EU,0.375,0.0,80.25,0.0,0.375,0.1875,0.0,1183.3125,0.0,0.8125,11656.625,811.9375
4.0,3.0,Karthus,Side.red,0.0,87.0,657.0,87.0,6.0,0.0,0.0,13.0,13.0,10549.0,0.0,11.0,100572,6961,Other,Many,EU,0.0,6.6923076923076925,50.53846153846154,6.6923076923076925,0.46153846153846156,0.0,1.0,811.4615384615385,0.0,0.8461538461538461,7736.307692307692,535.4615384615385
14.0,4.0,Brand,Side.red,8.0,1806.0,10224.0,1806.0,7.0,2.142857143,7.0,13.0,9.0,12995.0,0.0,71.0,69624,10209,Other,Few,EU,0.6153846153846154,138.92307692307693,786.4615384615385,138.92307692307693,0.5384615384615384,0.5384615384615384,0.6923076923076923,999.6153846153846,0.0,5.461538461538462,5355.692307692308,785.3076923076923
7.0,4.0,Ashe,Side.blue,16.0,3841.0,13370.0,3841.0,6.0,2.666666667,0.0,16.0,,16156.0,2.0,34.0,121141,10870,Other,Many,EU,1.0,240.0625,835.625,240.0625,0.375,0.0,3.0,1009.75,0.125,2.125,7571.3125,679.375
4.0,12.0,Galio,Side.red,20.0,3243.0,8839.0,3243.0,6.0,4.5,7.0,17.0,55.0,36265.0,0.0,43.0,189427,15149,Other,Many,EU,1.1764705882352942,190.76470588235293,519.9411764705883,190.76470588235293,0.35294117647058826,0.4117647058823529,3.235294117647059,2133.235294117647,0.0,2.5294117647058822,11142.764705882353,891.1176470588235
4.0,7.0,Sona,Side.red,5.0,1897.0,3317.0,1897.0,4.0,1.75,2.0,12.0,11.0,10520.0,0.0,50.0,15935,7121,Other,Few,EU,0.4166666666666667,158.08333333333334,276.4166666666667,158.08333333333334,0.3333333333333333,0.16666666666666666,0.9166666666666666,876.6666666666666,0.0,4.166666666666667,1327.9166666666667,593.4166666666666
4.0,11.0,Nunu,Side.red,7.0,0.0,7671.0,0.0,6.0,1.333333333,1.0,13.0,19.0,28665.0,0.0,28.0,110665,7812,TopLane_Jungle,Few,EU,0.5384615384615384,0.0,590.0769230769231,0.0,0.46153846153846156,0.07692307692307693,1.4615384615384615,2205.0,0.0,2.1538461538461537,8512.692307692309,600.9230769230769
14.0,12.0,Jax,Side.blue,7.0,6620.0,13347.0,6620.0,2.0,5.5,4.0,15.0,9.0,20539.0,2.0,13.0,121519,11037,TopLane_Jungle,Many,EU,0.4666666666666667,441.3333333333333,889.8,441.3333333333333,0.13333333333333333,0.26666666666666666,0.6,1369.2666666666667,0.13333333333333333,0.8666666666666667,8101.266666666666,735.8
4.0,14.0,Braum,Side.red,15.0,246.0,,246.0,3.0,5.333333333,1.0,14.0,30.0,15219.0,0.0,76.0,24225,7895,Other,Few,EU,1.0714285714285714,17.571428571428573,95.66661040979223,17.571428571428573,0.21428571428571427,0.07142857142857142,2.142857142857143,1087.0714285714287,0.0,5.428571428571429,1730.357142857143,563.9285714285714
4.0,14.0,Rakan,Side.red,11.0,466.0,466.0,466.0,3.0,4.333333333,2.0,8.0,,5557.0,0.0,29.0,11623,5506,Other,Few,EU,1.375,58.25,58.25,58.25,0.375,0.25,2.0,694.625,0.0,3.625,1452.875,688.25
4.0,11.0,Zed,Side.blue,11.0,1860.0,14420.0,1860.0,5.0,3.6,7.0,16.0,3.0,24193.0,1.0,33.0,174244,12497,TopLane_Jungle,Few,EU,0.6875,116.25,901.25,116.25,0.3125,0.4375,0.1875,1512.0625,0.0625,2.0625,10890.25,781.0625
12.0,4.0,Gragas,Side.blue,5.0,1671.0,6854.0,1671.0,7.0,1.428571429,5.0,17.0,44.0,42563.0,1.0,11.0,233375,13720,TopLane_Jungle,Many,EU,0.29411764705882354,98.29411764705883,403.1764705882353,98.29411764705883,0.4117647058823529,0.29411764705882354,2.588235294117647,2503.705882352941,0.058823529411764705,0.6470588235294118,13727.941176470587,807.0588235294117
4.0,,Akshan,Side.blue,2.0,1208.0,5011.0,1208.0,3.0,1.333333333,2.0,11.0,0.0,10293.0,0.0,25.0,79077,7056,Other,Many,EU,0.18181818181818182,109.81818181818181,455.54545454545456,109.81818181818181,0.2727272727272727,0.18181818181818182,0.0,935.7272727272727,0.0,2.272727272727273,7188.818181818182,641.4545454545455
4.0,14.0,Alistar,Side.blue,9.0,343.0,343.0,343.0,8.0,1.625,4.0,12.0,45.0,21577.0,0.0,100.0,19457,9270,Other,Few,EU,0.75,28.583333333333332,28.583333333333332,28.583333333333332,0.6666666666666666,0.3333333333333333,3.75,1798.0833333333333,0.0,8.333333333333334,1621.4166666666667,772.5
4.0,14.0,Karma,Side.blue,19.0,2376.0,,2376.0,9.0,2.333333333,2.0,15.0,34.0,19551.0,1.0,89.0,43180,9917,Other,Few,EU,1.2666666666666666,158.4,184.88646388250604,158.4,0.6,0.13333333333333333,2.2666666666666666,1303.4,0.06666666666666667,5.933333333333334,2878.6666666666665,661.1333333333333
11.0,4.0,Rengar,Side.blue,5.0,1336.0,17149.0,1336.0,3.0,4.0,7.0,11.0,5.0,15114.0,1.0,22.0,89865,7710,TopLane_Jungle,Few,EU,0.45454545454545453,121.45454545454545,1559.0,121.45454545454545,0.2727272727272727,0.6363636363636364,0.45454545454545453,1374.0,0.09090909090909091,2.0,8169.545454545455,700.9090909090909
4.0,,Yasuo,Side.red,3.0,6207.0,6468.0,6207.0,3.0,2.0,3.0,14.0,18.0,,2.0,14.0,126754,9688,TopLane_Jungle,Many,EU,0.21428571428571427,443.35714285714283,462.0,443.35714285714283,0.21428571428571427,0.21428571428571427,1.2857142857142858,1295.7095788904612,0.14285714285714285,1.0,9053.857142857143,692.0
11.0,4.0,LeeSin,Side.red,5.0,1023.0,19475.0,1023.0,2.0,6.5,8.0,12.0,,18479.0,1.0,19.0,111244,9866,TopLane_Jungle,Few,EU,0.4166666666666667,85.25,1622.9166666666667,85.25,0.16666666666666666,0.6666666666666666,1.0,1539.9166666666667,0.08333333333333333,1.5833333333333333,9270.333333333334,822.1666666666666
4.0,7.0,Twitch,Side.red,8.0,2740.0,2740.0,2740.0,6.0,2.333333333,6.0,12.0,8.0,19228.0,2.0,15.0,68413,8861,Other,Many,EU,0.6666666666666666,228.33333333333334,228.33333333333334,228.33333333333334,0.5,0.5,0.6666666666666666,1602.3333333333333,0.16666666666666666,1.25,5701.083333333333,738.4166666666666
14.0,4.0,Nami,Side.red,17.0,2983.0,3872.0,2983.0,3.0,7.0,4.0,12.0,16.0,9145.0,2.0,34.0,18784,8325,Other,Few,EU,1.4166666666666667,248.58333333333334,322.6666666666667,248.58333333333334,0.25,0.3333333333333333,1.3333333333333333,762.0833333333334,0.16666666666666666,2.8333333333333335,1565.3333333333333,693.75
